title,line_text
NO VOYAGE,Inherit from disaster before I move.
NO VOYAGE,"O, I go to see the great ships ride from harbor,"
NO VOYAGE,And my wounds leap with impatience; yet I turn back
NO VOYAGE,To sort the weeping ruins of my house:
NO VOYAGE,Here or nowhere I will make peace with the fact.
NORTH COUNTRY,In the north country now it is spring and there
NORTH COUNTRY,is a certain celebration. The thrush
NORTH COUNTRY,has come home. He is shy and likes the
NORTH COUNTRY,"evening best, also the hour just before"
NORTH COUNTRY,morning; in that blue and gritty light he
NORTH COUNTRY,"climbs to his branch, or smoothly"
NORTH COUNTRY,sails there. It is okay to know only
NORTH COUNTRY,one song if it is this one. Hear it
NORTH COUNTRY,rise and fall; the very elements of your soul
NORTH COUNTRY,shiver nicely. What would spring be
NORTH COUNTRY,"without it? Mostly frogs. But don’t worry, he"
NORTH COUNTRY,"arrives, year after year, humble and obedient"
NORTH COUNTRY,and gorgeous. You listen and you know
NORTH COUNTRY,"you could live a better life than you do, be"
NORTH COUNTRY,"softer, kinder. And maybe this year you will"
NORTH COUNTRY,be able to do it. Hear how his voice
NORTH COUNTRY,rises and falls. There is no way to be
NORTH COUNTRY,sufficiently grateful for the gifts we are
NORTH COUNTRY,"given, no way to speak the Lord’s name"
NORTH COUNTRY,"often enough, though we do try, and"
NORTH COUNTRY,"especially now, as that dappled breast"
NORTH COUNTRY,breathes in the pines and heaven’s
NORTH COUNTRY,"windows in the north country, now spring has come,"
NORTH COUNTRY,are opened wide.
OCTOBER,"There’s this shape, black as the entrance to a cave."
OCTOBER,A longing wells up in its throat
OCTOBER,like a blossom
OCTOBER,as it breathes slowly.
OCTOBER,What does the world
OCTOBER,mean to you if you can’t trust it
OCTOBER,to go on shining when you’re
OCTOBER,not there? And there’s
OCTOBER,"a tree, long-fallen; once"
OCTOBER,"the bees flew to it, like a procession"
OCTOBER,"of messengers, and filled it"
OCTOBER,with honey.
OCTOBER,"Sometimes in late summer I won’t touch anything, not"
OCTOBER,"the flowers, not the blackberries"
OCTOBER,brimming in the thickets; I won’t drink
OCTOBER,from the pond; I won’t name the birds or the trees;
OCTOBER,I won’t whisper my own name.
OCTOBER,One morning
OCTOBER,"the fox came down the hill, glittering and confident,"
OCTOBER,and didn’t see me—and I thought:
OCTOBER,so this is the world.
OCTOBER,I’m not in it.
OCTOBER,It is beautiful.
"ON MEDITATING, SORT OF","Meditation, so I’ve heard, is best accomplished"
"ON MEDITATING, SORT OF",if you entertain a certain strict posture.
"ON MEDITATING, SORT OF","Frankly, I prefer just to lounge under a tree."
"ON MEDITATING, SORT OF",So why should I think I could ever be successful?
"ON MEDITATING, SORT OF","Some days I fall asleep, or land in that"
"ON MEDITATING, SORT OF","even better place—half-asleep—where the world,"
"ON MEDITATING, SORT OF","spring, summer, autumn, winter—"
"ON MEDITATING, SORT OF",flies through my mind in its
"ON MEDITATING, SORT OF",hardy ascent and its uncompromising descent.
"ON MEDITATING, SORT OF","So I just lie like that, while distance and time"
"ON MEDITATING, SORT OF",reveal their true attitudes: they never
"ON MEDITATING, SORT OF","heard of me, and never will, or ever need to."
"ON MEDITATING, SORT OF",Of course I wake up finally
"ON MEDITATING, SORT OF","thinking, how wonderful to be who I am,"
"ON MEDITATING, SORT OF","made out of earth and water,"
"ON MEDITATING, SORT OF","my own thoughts, my own fingerprints—"
"ON MEDITATING, SORT OF","all that glorious, temporary stuff."
ON THE BEACH,"On the beach, at dawn:"
ON THE BEACH,four small stones clearly
ON THE BEACH,hugging each other.
ON THE BEACH,How many kinds of love
ON THE BEACH,"might there be in the world,"
ON THE BEACH,and how many formations might they make
ON THE BEACH,and who am I ever
ON THE BEACH,to imagine I could know
ON THE BEACH,such a marvelous business?
ON THE BEACH,When the sun broke
ON THE BEACH,it poured willingly its light
ON THE BEACH,over the stones
ON THE BEACH,"that did not move, not at all,"
ON THE BEACH,"just as, to its always generous term,"
ON THE BEACH,"it shed its light on me,"
ON THE BEACH,"my own body that loves,"
ON THE BEACH,"equally, to hug another body."
ON WINTER’S MARGIN,"On winter’s margin, see the small birds now"
ON WINTER’S MARGIN,With half-forged memories come flocking home
ON WINTER’S MARGIN,To gardens famous for their charity.
ON WINTER’S MARGIN,The green globe’s broken; vines like tangled veins
ON WINTER’S MARGIN,Hang at the entrance to the silent wood.
ON WINTER’S MARGIN,"With half a loaf, I am the prince of crumbs;"
ON WINTER’S MARGIN,"By time snow’s down, the birds amassed will sing"
ON WINTER’S MARGIN,Like children for their sire to walk abroad!
ON WINTER’S MARGIN,"But what I love, is the gray stubborn hawk"
ON WINTER’S MARGIN,Who floats alone beyond the frozen vines;
ON WINTER’S MARGIN,And what I dream of are the patient deer
ON WINTER’S MARGIN,Who stand on legs like reeds and drink the wind;—
ON WINTER’S MARGIN,They are what saves the world: who choose to grow
ON WINTER’S MARGIN,Thin to a starting point beyond this squalor.
ONE OR TWO THINGS,The butterfly’s loping flight
ONE OR TWO THINGS,carries it through the country of the leaves
ONE OR TWO THINGS,"delicately, and well enough to get it"
ONE OR TWO THINGS,"where it wants to go, wherever that is, stopping"
ONE OR TWO THINGS,here and there to fuzzle the damp throats
ONE OR TWO THINGS,of flowers and the black mud; up
ONE OR TWO THINGS,"and down it swings, frenzied and aimless; and sometimes"
ONE OR TWO THINGS,for long delicious moments it is perfectly
ONE OR TWO THINGS,"lazy, riding motionless in the breeze on the soft stalk"
ONE OR TWO THINGS,of some ordinary flower.
ONE OR TWO THINGS,The god of dirt
ONE OR TWO THINGS,came up to me many times and said
ONE OR TWO THINGS,"so many wise and delectable things, I lay"
ONE OR TWO THINGS,on the grass listening
ONE OR TWO THINGS,"to his dog voice,"
ONE OR TWO THINGS,"crow voice,"
ONE OR TWO THINGS,"frog voice; now,"
ONE OR TWO THINGS,"he said, and now,"
ONE OR TWO THINGS,"and never once mentioned forever,"
ONE OR TWO THINGS,"which has nevertheless always been,"
ONE OR TWO THINGS,"like a sharp iron hoof,"
ONE OR TWO THINGS,at the center of my mind.
ONE OR TWO THINGS,One or two things are all you need
ONE OR TWO THINGS,"to travel over the blue pond, over the deep"
ONE OR TWO THINGS,roughage of the trees and through the stiff
ONE OR TWO THINGS,flowers of lightning—some deep
ONE OR TWO THINGS,"memory of pleasure, some cutting"
ONE OR TWO THINGS,knowledge of pain.
ONE OR TWO THINGS,But to lift the hoof!
ONE OR TWO THINGS,For that you need
ONE OR TWO THINGS,an idea.
Oxygen,"Everything needs it: bone, muscles, and even,"
Oxygen,"while it calls the earth its home, the soul."
Oxygen,"So the merciful, noisy machine"
Oxygen,stands in our house working away in its
Oxygen,lung-like voice. I hear it as I kneel
Oxygen,"before the fire, stirring with a"
Oxygen,"stick of iron, letting the logs"
Oxygen,"lie more loosely. You, in the upstairs room,"
Oxygen,"are in your usual position, leaning on your"
Oxygen,right shoulder which aches
Oxygen,all day. You are breathing
Oxygen,patiently; it is a
Oxygen,beautiful sound. It is
Oxygen,"your life, which is so close"
Oxygen,to my own that I would not know
Oxygen,where to drop the knife of
Oxygen,separation. And what does this have to do
Oxygen,"with love, except"
Oxygen,everything? Now the fire rises
Oxygen,"and offers a dozen, singing, deep-red"
Oxygen,roses of flame. Then it settles
Oxygen,"to quietude, or maybe gratitude, as it feeds"
Oxygen,"as we all do, as we must, upon the invisible gift:"
Oxygen,"our purest, sweet necessity: the air."
PEONIES,This morning the green fists of the peonies are getting ready
PEONIES,to break my heart
PEONIES,"as the sun rises,"
PEONIES,"as the sun strokes them with his old, buttery fingers"
PEONIES,and they open—
PEONIES,"pools of lace,"
PEONIES,white and pink—
PEONIES,"and all day the black ants climb over them,"
PEONIES,boring their deep and mysterious holes
PEONIES,"into the curls,"
PEONIES,"craving the sweet sap,"
PEONIES,taking it away
PEONIES,"to their dark, underground cities—"
PEONIES,and all day
PEONIES,"under the shifty wind,"
PEONIES,"as in a dance to the great wedding,"
PEONIES,"the flowers bend their bright bodies,"
PEONIES,"and tip their fragrance to the air,"
PEONIES,"and rise,"
PEONIES,their red stems holding
PEONIES,all that dampness and recklessness
PEONIES,"gladly and lightly,"
PEONIES,and there it is again—
PEONIES,"beauty the brave, the exemplary,"
PEONIES,blazing open.
PEONIES,Do you love this world?
PEONIES,Do you cherish your humble and silky life?
PEONIES,"Do you adore the green grass, with its terror beneath?"
PEONIES,"Do you also hurry, half-dressed and barefoot, into the garden,"
PEONIES,"and softly,"
PEONIES,"and exclaiming of their dearness,"
PEONIES,"fill your arms with the white and pink flowers,"
PEONIES,"with their honeyed heaviness, their lush trembling,"
PEONIES,their eagerness
PEONIES,"to be wild and perfect for a moment, before they are"
PEONIES,"nothing, forever?"
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1957","Once, in summer,"
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1958","in the blueberries,"
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1959","I fell asleep, and woke"
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1960",when a deer stumbled against me.
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1961",I guess
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1962",she was so busy with her own happiness
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1963",she had grown careless
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1964",and was just wandering along
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1965",listening
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1966",to the wind as she leaned down
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1967",to lip up the sweetness.
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1968","So, there we were"
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1969",with nothing between us
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1970","but a few leaves, and the wind’s"
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1971",glossy voice
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1972",shouting instructions.
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1973",The deer
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1974",backed away finally
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1975",and flung up her white tail
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1976",and went floating off toward the trees—
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1977",but the moment before she did that
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1978",was so wide and so deep
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1979",it has lasted to this day;
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1980",I have only to think of her—
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1981",the flower of her amazement
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1982","and the stalled breath of her curiosity,"
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1983",and even the damp touch of her solicitude
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1984",before she took flight—
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1985",to be absent again from this world
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1986","and alive, again, in another,"
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1987",for thirty years
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1988","sleepy and amazed,"
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1989","rising out of the rough weeds,"
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1990",listening and looking.
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1991","Beautiful girl,"
"PICKING BLUEBERRIES, AUSTERLITZ, NEW YORK, 1992",where are you?
POEM FOR THE ANNIVERSARY,"Sometimes,"
POEM FOR THE ANNIVERSARY,"walking for hours through the woods,"
POEM FOR THE ANNIVERSARY,"I don’t know what I’m looking for,"
POEM FOR THE ANNIVERSARY,maybe for something
POEM FOR THE ANNIVERSARY,shy and beautiful to come
POEM FOR THE ANNIVERSARY,frisking out of the undergrowth.
POEM FOR THE ANNIVERSARY,Once a fawn did just that.
POEM FOR THE ANNIVERSARY,My dog didn’t know
POEM FOR THE ANNIVERSARY,what dogs usually do.
POEM FOR THE ANNIVERSARY,And the fawn didn’t know.
POEM FOR THE ANNIVERSARY,"As for the doe, she was probably"
POEM FOR THE ANNIVERSARY,"down in Round Pond, swizzling up"
POEM FOR THE ANNIVERSARY,the sweet marsh grass and dreaming
POEM FOR THE ANNIVERSARY,that everything was fine.
POEM FOR THE ANNIVERSARY,"Oh, you never saw such a garden!"
POEM FOR THE ANNIVERSARY,A hundred kinds of flowers in bloom!
POEM FOR THE ANNIVERSARY,"A waterfall, for pleasure and nothing else!"
POEM FOR THE ANNIVERSARY,"The garden furniture is white,"
POEM FOR THE ANNIVERSARY,tables and chairs in the cool shade.
POEM FOR THE ANNIVERSARY,"A man sits there, the long afternoon before him."
POEM FOR THE ANNIVERSARY,"He is finishing lunch, some kind"
POEM FOR THE ANNIVERSARY,"of fruit, chicken, and a salad."
POEM FOR THE ANNIVERSARY,A bottle of wine with a thin and beaded neck.
POEM FOR THE ANNIVERSARY,He fills a glass.
POEM FOR THE ANNIVERSARY,You can tell it is real crystal.
POEM FOR THE ANNIVERSARY,He lifts it to his mouth and drinks peacefully.
POEM FOR THE ANNIVERSARY,It is the face of Mengele.
POPPIES,The poppies send up their
POPPIES,orange flares; swaying
POPPIES,"in the wind, their congregations"
POPPIES,are a levitation
POPPIES,"of bright dust, of thin"
POPPIES,and lacy leaves.
POPPIES,There isn’t a place
POPPIES,in this world that doesn’t
POPPIES,sooner or later drown
POPPIES,"in the indigos of darkness,"
POPPIES,"but now, for a while,"
POPPIES,the roughage
POPPIES,shines like a miracle
POPPIES,as it floats above everything
POPPIES,with its yellow hair.
POPPIES,"Of course nothing stops the cold,"
POPPIES,"black, curved blade"
POPPIES,from hooking forward—
POPPIES,of course
POPPIES,loss is the great lesson.
POPPIES,But also I say this: that light
POPPIES,is an invitation
POPPIES,"to happiness,"
POPPIES,"and that happiness,"
POPPIES,"when it’s done right,"
POPPIES,"is a kind of holiness,"
POPPIES,palpable and redemptive.
POPPIES,"Inside the bright fields,"
POPPIES,"touched by their rough and spongy gold,"
POPPIES,I am washed and washed
POPPIES,in the river
POPPIES,of earthly delight—
POPPIES,and what are you going to do—
POPPIES,what can you do
POPPIES,about it—
POPPIES,"deep, blue night?"
POPPIES2,The poppies send up their
POPPIES2,orange flares; swaying
POPPIES2,"in the wind, their congregations"
POPPIES2,are a levitation
POPPIES2,"of bright dust, of thin"
POPPIES2,and lacy leaves.
POPPIES2,There isn’t a place
POPPIES2,in this world that doesn’t
POPPIES2,sooner or later drown
POPPIES2,"in the indigos of darkness,"
POPPIES2,"but now, for a while,"
POPPIES2,the roughage
POPPIES2,shines like a miracle
POPPIES2,as it floats above everything
POPPIES2,with its yellow hair.
POPPIES2,"Of course nothing stops the cold,"
POPPIES2,"black, curved blade"
POPPIES2,from hooking forward—
POPPIES2,of course
POPPIES2,loss is the great lesson.
POPPIES2,But also I say this: that light
POPPIES2,is an invitation
POPPIES2,"to happiness,"
POPPIES2,"and that happiness,"
POPPIES2,"when it’s done right,"
POPPIES2,"is a kind of holiness,"
POPPIES2,palpable and redemptive.
POPPIES2,"Inside the bright fields,"
POPPIES2,"touched by their rough and spongy gold,"
POPPIES2,I am washed and washed
POPPIES2,in the river
POPPIES2,of earthly delight—
POPPIES2,and what are you going to do—
POPPIES2,what can you do
POPPIES2,about it—
POPPIES2,"deep, blue night?"
PRAYER,"May I never not be frisky,"
PRAYER,May I never not be risqué.
PRAYER,"May my ashes, when you have them, friend,"
PRAYER,"and give them to the ocean,"
PRAYER,"leap in the froth of the waves,"
PRAYER,"still loving movement,"
PRAYER,"still ready, beyond all else,"
PRAYER,to dance for the world.
RICE,It grew in the black mud.
RICE,It grew under the tiger’s orange paws.
RICE,"Its stems thinner than candles, and as straight."
RICE,"Its leaves like the feathers of egrets, but green."
RICE,"The grains cresting, wanting to burst."
RICE,"Oh, blood of the tiger."
RICE,I don’t want you just to sit down at the table.
RICE,"I don’t want you just to eat, and be content."
RICE,I want you to walk out into the fields
RICE,"where the water is shining, and the rice has risen."
RICE,"I want you to stand there, far from the white tablecloth."
RICE,"I want you to fill your hands with the mud, like a blessing."
"ROSES, LATE SUMMER",What happens
"ROSES, LATE SUMMER",to the leaves after
"ROSES, LATE SUMMER",they turn red and golden and fall
"ROSES, LATE SUMMER",away? What happens
"ROSES, LATE SUMMER",to the singing birds
"ROSES, LATE SUMMER",when they can’t sing
"ROSES, LATE SUMMER",any longer? What happens
"ROSES, LATE SUMMER",to their quick wings?
"ROSES, LATE SUMMER",Do you think there is any
"ROSES, LATE SUMMER",personal heaven
"ROSES, LATE SUMMER",for any of us?
"ROSES, LATE SUMMER","Do you think anyone,"
"ROSES, LATE SUMMER","the other side of that darkness,"
"ROSES, LATE SUMMER","will call to us, meaning us?"
"ROSES, LATE SUMMER",Beyond the trees
"ROSES, LATE SUMMER",the foxes keep teaching their children
"ROSES, LATE SUMMER",to live in the valley.
"ROSES, LATE SUMMER","so they never seem to vanish, they are always there"
"ROSES, LATE SUMMER",in the blossom of light
"ROSES, LATE SUMMER",that stands up every morning
"ROSES, LATE SUMMER",in the dark sky.
"ROSES, LATE SUMMER","And over one more set of hills,"
"ROSES, LATE SUMMER","along the sea,"
"ROSES, LATE SUMMER",the last roses have opened their factories of sweetness
"ROSES, LATE SUMMER",and are giving it back to the world.
"ROSES, LATE SUMMER",If I had another life
"ROSES, LATE SUMMER",I would want to spend it all on some
"ROSES, LATE SUMMER",unstinting happiness.
"ROSES, LATE SUMMER","I would be a fox, or a tree"
"ROSES, LATE SUMMER",full of waving branches.
SELF-PORTRAIT,I wish I was twenty and in love with life
SELF-PORTRAIT,and still full of beans.
SELF-PORTRAIT,"Onward, old legs!"
SELF-PORTRAIT,"There are the long, pale dunes; on the other side"
SELF-PORTRAIT,the roses are blooming and finding their labor
SELF-PORTRAIT,no adversity to the spirit.
SELF-PORTRAIT,"Upward, old legs! There are the roses, and there is the sea"
SELF-PORTRAIT,"shining like a song, like a body"
SELF-PORTRAIT,I want to touch
SELF-PORTRAIT,though I’m not twenty
SELF-PORTRAIT,and won’t be again but ah! seventy. And still
SELF-PORTRAIT,in love with life. And still
SELF-PORTRAIT,full of beans.
SEVEN WHITE BUTTERFLIES,Seven white butterflies
SEVEN WHITE BUTTERFLIES,delicate in a hurry look
SEVEN WHITE BUTTERFLIES,how they bang the pages
SEVEN WHITE BUTTERFLIES,of their wings as they fly
SEVEN WHITE BUTTERFLIES,to the fields of mustard yellow
SEVEN WHITE BUTTERFLIES,and orange and plain
SEVEN WHITE BUTTERFLIES,gold all eternity
SEVEN WHITE BUTTERFLIES,is in the moment this is what
SEVEN WHITE BUTTERFLIES,Blake said Whitman said such
SEVEN WHITE BUTTERFLIES,wisdom in the agitated
SEVEN WHITE BUTTERFLIES,motions of the mind seven
SEVEN WHITE BUTTERFLIES,dancers floating
SEVEN WHITE BUTTERFLIES,even as worms toward
SEVEN WHITE BUTTERFLIES,paradise see how they banter
SEVEN WHITE BUTTERFLIES,and riot and rise
SEVEN WHITE BUTTERFLIES,to the trees flutter
SEVEN WHITE BUTTERFLIES,lob their white bodies into
SEVEN WHITE BUTTERFLIES,the invisible wind weightless
SEVEN WHITE BUTTERFLIES,lacy willing
SEVEN WHITE BUTTERFLIES,to deliver themselves unto
SEVEN WHITE BUTTERFLIES,the universe now each settles
SEVEN WHITE BUTTERFLIES,down on a yellow thumb on a
SEVEN WHITE BUTTERFLIES,brassy stem now
SEVEN WHITE BUTTERFLIES,all seven are rapidly sipping
SEVEN WHITE BUTTERFLIES,from the golden towers who
SEVEN WHITE BUTTERFLIES,would have thought it could be so easy?
SHADOWS,Everyone knows the great energies running amok cast
SHADOWS,"terrible shadows, that each of the so-called"
SHADOWS,senseless acts has its thread looping
SHADOWS,back through the world and into a human heart.
SHADOWS,And meanwhile
SHADOWS,the gold-trimmed thunder
SHADOWS,wanders the sky; the river
SHADOWS,may be filling the cellars of the sleeping town.
SHADOWS,"Cyclone, fire, and their merry cousins"
SHADOWS,bring us to grief—but these are the hours
SHADOWS,with the old wooden-god faces;
SHADOWS,we lift them to our shoulders like so many
SHADOWS,"black coffins, we continue walking"
SHADOWS,into the future. I don’t mean
SHADOWS,"there are no bodies in the river,"
SHADOWS,or bones broken by the wind. I mean
SHADOWS,everyone who has heard the lethal train-roar
SHADOWS,of the tornado swears there was no mention ever
SHADOWS,"of any person, or reason—I mean"
SHADOWS,the waters rise without any plot upon
SHADOWS,"history, or even geography. Whatever"
SHADOWS,"power of the earth rampages, we turn to it"
SHADOWS,dazed but anonymous eyes; whatever
SHADOWS,"the name of the catastrophe, it is never"
SHADOWS,the opposite of love.
SINGAPORE,I wouldn’t mind being a rose
SINGAPORE,in a field full of roses.
SINGAPORE,"Fear has not yet occurred to them, nor ambition."
SINGAPORE,Reason they have not yet thought of.
SINGAPORE,"Neither do they ask how long they must be roses, and then what."
SINGAPORE,Or any other foolish question.
SINGAPORE,"In Singapore, in the airport,"
SINGAPORE,a darkness was ripped from my eyes.
SINGAPORE,"In the women’s restroom, one compartment stood open."
SINGAPORE,"A woman knelt there, washing something"
SINGAPORE,in the white bowl.
SINGAPORE,Disgust argued in my stomach
SINGAPORE,"and I felt, in my pocket, for my ticket."
SINGAPORE,A poem should always have birds in it.
SINGAPORE,"Kingfishers, say, with their bold eyes and gaudy wings,"
SINGAPORE,"Rivers are pleasant, and of course trees."
SINGAPORE,"A waterfall, or if that’s not possible, a fountain"
SINGAPORE,rising and falling.
SINGAPORE,"A person wants to stand in a happy place, in a poem."
SINGAPORE,When the woman turned I could not answer her face.
SINGAPORE,"Her beauty and her embarrassment struggled together, and"
SINGAPORE,neither could win.
SINGAPORE,She smiled and I smiled. What kind of nonsense is this?
SINGAPORE,Everybody needs a job.
SINGAPORE,"Yes, a person wants to stand in a happy place, in a poem."
SINGAPORE,"But first we must watch her as she stares down at her labor,"
SINGAPORE,which is dull enough.
SINGAPORE,"She is washing the tops of the airport ashtrays, as big as"
SINGAPORE,"hubcaps, with a blue rag."
SINGAPORE,"Her small hands turn the metal, scrubbing and rinsing."
SINGAPORE,"She does not work slowly, nor quickly, but like a river."
SINGAPORE,Her dark hair is like the wing of a bird.
SINGAPORE,I don’t doubt for a moment that she loves her life.
SINGAPORE,And I want her to rise up from the crust and the slop
SINGAPORE,and fly down to the river.
SINGAPORE,This probably won’t happen.
SINGAPORE,But maybe it will.
SINGAPORE,"If the world were only pain and logic, who would want it?"
SINGAPORE,"Of course, it isn’t."
SINGAPORE,"Neither do I mean anything miraculous, but only"
SINGAPORE,the light that can shine out of a life. I mean
SINGAPORE,"the way she unfolded and refolded the blue cloth,"
SINGAPORE,the way her smile was only for my sake; I mean
SINGAPORE,"the way this poem is filled with trees, and birds."
SKUNK CABBAGE,And now as the iron rinds over
SKUNK CABBAGE,"the ponds start dissolving,"
SKUNK CABBAGE,"you come, dreaming of ferns and flowers"
SKUNK CABBAGE,"and new leaves unfolding,"
SKUNK CABBAGE,upon the brash
SKUNK CABBAGE,turnip-hearted skunk cabbage
SKUNK CABBAGE,slinging its bunched leaves up
SKUNK CABBAGE,through the chilly mud.
SKUNK CABBAGE,You kneel beside it. The smell
SKUNK CABBAGE,is lurid and flows out in the most
SKUNK CABBAGE,"unabashed way, attracting"
SKUNK CABBAGE,into itself a continual spattering
SKUNK CABBAGE,of protein. Appalling its rough
SKUNK CABBAGE,"green caves, and the thought"
SKUNK CABBAGE,"of the thick root nested below, stubborn"
SKUNK CABBAGE,and powerful as instinct!
SKUNK CABBAGE,"But these are the woods you love,"
SKUNK CABBAGE,where the secret name
SKUNK CABBAGE,of every death is life again—a miracle
SKUNK CABBAGE,wrought surely not of mere turning
SKUNK CABBAGE,but of dense and scalding reenactment. Not
SKUNK CABBAGE,"tenderness, not longing, but daring and brawn"
SKUNK CABBAGE,"pull down the frozen waterfall, the past."
SKUNK CABBAGE,"Ferns, leaves, flowers, the last subtle"
SKUNK CABBAGE,"refinements, elegant and easeful, wait"
SKUNK CABBAGE,to rise and flourish.
SKUNK CABBAGE,What blazes the trail is not necessarily pretty.
SLEEPING IN THE FOREST,I thought the earth
SLEEPING IN THE FOREST,"remembered me, she"
SLEEPING IN THE FOREST,"took me back so tenderly, arranging"
SLEEPING IN THE FOREST,"her dark skirts, her pockets"
SLEEPING IN THE FOREST,full of lichens and seeds. I slept
SLEEPING IN THE FOREST,"as never before, a stone"
SLEEPING IN THE FOREST,"on the riverbed, nothing"
SLEEPING IN THE FOREST,between me and the white fire of the stars
SLEEPING IN THE FOREST,"but my thoughts, and they floated"
SLEEPING IN THE FOREST,light as moths among the branches
SLEEPING IN THE FOREST,of the perfect trees. All night
SLEEPING IN THE FOREST,I heard the small kingdoms breathing
SLEEPING IN THE FOREST,"around me, the insects, and the birds"
SLEEPING IN THE FOREST,who do their work in the darkness. All night
SLEEPING IN THE FOREST,"I rose and fell, as if in water, grappling"
SLEEPING IN THE FOREST,with a luminous doom. By morning
SLEEPING IN THE FOREST,I had vanished at least a dozen times
SLEEPING IN THE FOREST,into something better.
SNAKES IN WINTER,"Deep in the woods,"
SNAKES IN WINTER,"under the sprawled upheavals of rocks,"
SNAKES IN WINTER,dozens lie coiled together.
SNAKES IN WINTER,Touch them: they scarcely
SNAKES IN WINTER,breathe; they stare
SNAKES IN WINTER,out of such deep forgetfulness
SNAKES IN WINTER,that their eyes are like jewels—
SNAKES IN WINTER,"and asleep, though they cannot close."
SNAKES IN WINTER,"And in each mouth the forked tongue,"
SNAKES IN WINTER,"sensitive as an angel’s ear,"
SNAKES IN WINTER,lies like a drugged muscle.
SNAKES IN WINTER,With the fires of spring they will lash forth again
SNAKES IN WINTER,on their life of ribs!—
SNAKES IN WINTER,bodies like whips!
SNAKES IN WINTER,But now under the lids of the mute
SNAKES IN WINTER,succeeding snowfalls
SNAKES IN WINTER,they sleep in their cold cauldron: a flickering broth
SNAKES IN WINTER,six months below simmer.
SOFTEST OF MORNINGS,"Softest of mornings, hello."
SOFTEST OF MORNINGS,"And what will you do today, I wonder,"
SOFTEST OF MORNINGS,to my heart?
SOFTEST OF MORNINGS,"And how much honey can the heart stand, I wonder,"
SOFTEST OF MORNINGS,before it must break?
SOFTEST OF MORNINGS,"This is trivial, or nothing: a snail"
SOFTEST OF MORNINGS,climbing a trellis of leaves
SOFTEST OF MORNINGS,and the blue trumpets of its flowers.
SOFTEST OF MORNINGS,No doubt clocks are ticking loudly
SOFTEST OF MORNINGS,all over the world.
SOFTEST OF MORNINGS,I don’t hear them. The snail’s pale horns
SOFTEST OF MORNINGS,extend and wave this way and that
SOFTEST OF MORNINGS,"as her finger-body shuffles forward, leaving behind"
SOFTEST OF MORNINGS,the silvery path of her slime.
SOFTEST OF MORNINGS,"Oh, softest of mornings, how shall I break this?"
SOFTEST OF MORNINGS,"How shall I move away from the snail, and the flowers?"
SOFTEST OF MORNINGS,"How shall I go on, with my introspective and ambitious life?"
SOME QUESTIONS YOU MIGHT ASK,"Is the soul solid, like iron?"
SOME QUESTIONS YOU MIGHT ASK,"Or is it tender and breakable, like"
SOME QUESTIONS YOU MIGHT ASK,the wings of a moth in the beak of the owl?
SOME QUESTIONS YOU MIGHT ASK,"Who has it, and who doesn’t?"
SOME QUESTIONS YOU MIGHT ASK,I keep looking around me.
SOME QUESTIONS YOU MIGHT ASK,The face of the moose is as sad
SOME QUESTIONS YOU MIGHT ASK,as the face of Jesus.
